model_name,quant_method,batch_size,latency,accuracy,energy
vgg7_cifar,tensorrt_int8,8,0.6486299792925517,0.6359408504433102,0.0054004193176426666
vgg7_cifar,sparsity_int8,8,0.6537930332048975,0.6994269827700624,0.005654484607855544
vgg7_cifar,tensorrt_fp16,8,1.026922342030689,0.6739526636070675,0.009508621458785988
vgg7_cifar,sparsity_fp16,8,0.9687444047494368,0.6901774508784516,0.009486394247714034
vgg7_cifar,tensorrt_fp32,8,2.8426391211423008,0.6660023923474129,0.032325224702475605
vgg7_cifar,tensorrt_int8,16,0.9628818742554597,0.7381791217158539,0.009593587100103917
vgg7_cifar,sparsity_int8,16,0.9647562345471045,0.701382476272005,0.009853556750182155
vgg7_cifar,tensorrt_fp16,16,1.4077363067203097,0.7442349833671493,0.01555594516501369
vgg7_cifar,sparsity_fp16,16,1.4494868035268302,0.7278099253322139,0.016225761070015658
vgg7_cifar,tensorrt_fp32,16,3.731105945567892,0.7175238116823062,0.058122791540668094
vgg7_cifar,tensorrt_int8,32,1.3806684560806821,0.7688863137645908,0.01702055767113123
vgg7_cifar,sparsity_int8,32,1.507587333455536,0.7748839748410526,0.015673352347552887
vgg7_cifar,tensorrt_fp16,32,2.0089779300099475,0.7759551046725593,0.02525323794334594
vgg7_cifar,sparsity_fp16,32,2.0155583515229365,0.7598739410068003,0.026486536734887007
vgg7_cifar,tensorrt_fp32,32,6.505999852469379,0.7707190981517009,0.11927416210712748
vgg7_cifar,tensorrt_int8,64,2.0720438720374705,0.7846901811511311,0.0258026752023405
vgg7_cifar,sparsity_int8,64,2.312717577479533,0.783671538956118,0.029156587062946843
vgg7_cifar,tensorrt_fp16,64,3.3793559658606322,0.7847538669377763,0.04615222685484763
vgg7_cifar,sparsity_fp16,64,3.312430204934632,0.7877396104351574,0.04367961641841525
vgg7_cifar,tensorrt_fp32,64,11.339378407459385,0.7741208333053337,0.22933903606641498
vgg7_cifar,tensorrt_int8,128,3.769624112403556,0.78873883044883,0.05030379295647995
vgg7_cifar,sparsity_int8,128,5.154175986982372,0.7866207655162027,0.05970981803764669
vgg7_cifar,tensorrt_fp16,128,8.013357142879538,0.7895018197085759,0.104994653680917
vgg7_cifar,sparsity_fp16,128,7.548374326261755,0.793299526384432,0.10088722834451735
vgg7_cifar,tensorrt_fp32,128,25.601315903337035,0.792455892040305,0.4584032930981878
